id,console-name,product-name,loose-price,cib-price,new-price,graded-price,box-only-price,manual-only-price,bgs-10-price,condition-17-price,condition-18-price,gamestop-price,gamestop-trade-price,retail-loose-buy,retail-loose-sell,retail-cib-buy,retail-cib-sell,retail-new-buy,retail-new-sell,upc,sales-volume,genre,tcg-id,asin,epid,release-date
10818534,Basketball Cards 2025 Topps,Cameron Johnson [First] #13,$1.75,,,,,,,,,,,,$1.89,,,,,,1,,,,,2025-10-23
10819967,Basketball Cards 2025 Topps,Cameron Johnson [First] #273,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
11327165,Basketball Cards 2025 Topps,Cameron Johnson [Flash Drop] #13,$11.95,,,,,,,,,,,$3.30,$12.99,,,,,,1,,,,,2025-10-23
11327571,Basketball Cards 2025 Topps,Cameron Johnson [Flash Drop] #273,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
10820706,Basketball Cards 2025 Topps,Cameron Johnson [Foilfractor] #13,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
10832376,Basketball Cards 2025 Topps,Cameron Johnson [Foilfractor] #273,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
10832300,Basketball Cards 2025 Topps,Cameron Johnson [Gold Crackleboard] #13,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
10832413,Basketball Cards 2025 Topps,Cameron Johnson [Gold Crackleboard] #273,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
10820712,Basketball Cards 2025 Topps,Cameron Johnson [Gold Diamante] #13,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
10832386,Basketball Cards 2025 Topps,Cameron Johnson [Gold Diamante] #273,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
10820699,Basketball Cards 2025 Topps,Cameron Johnson [Gold Rainbow] #13,$1.12,,$6.02,$11.78,$23.38,$35.19,$46.00,$28.00,$21.00,,,,$1.19,,,$1.30,$6.59,,10,,,,,2025-10-23
10832358,Basketball Cards 2025 Topps,Cameron Johnson [Gold Rainbow] #273,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
10820691,Basketball Cards 2025 Topps,Cameron Johnson [Gold] #13,$1.99,,$6.80,$13.15,$25.99,$39.19,$51.00,$31.00,$24.00,,,,$2.19,,,$1.50,$7.49,,15,,,,,2025-10-23
10832341,Basketball Cards 2025 Topps,Cameron Johnson [Gold] #273,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
10818535,Basketball Cards 2025 Topps,Cameron Johnson [Golden Mirror] #13,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
10819972,Basketball Cards 2025 Topps,Cameron Johnson [Golden Mirror] #273,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
10820722,Basketball Cards 2025 Topps,Cameron Johnson [Green Crackleboard] #13,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
10832411,Basketball Cards 2025 Topps,Cameron Johnson [Green Crackleboard] #273,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
10820696,Basketball Cards 2025 Topps,Cameron Johnson [Green Rainbow] #13,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
10832354,Basketball Cards 2025 Topps,Cameron Johnson [Green Rainbow] #273,,,,,,,,,,,,,,,,,,,0,,,,,2025-10-23
