1,2,3,4,5,6,7,8,9,10,Gemrate_id,Universal_gemrate_id,Name,Parallel,Card #,Card Description,Gems,Total,Gem Rate - All Time,Gem Rate - Past Month,Graded Past Month,Graded Prior Month,30 Day Momentum,1 Year Trend,All PSA Graded,PSA 10s,All Graded Sales,Recent Cert,Universal Pop,Last Gem,Last Graded,Dual Grades,Dual Grade %,Detailed Trend,A,% Distribution
0%,0%,0%,0%,0%,0%,0%,0%,100%,0%,e3b3dcf21105b13dcf68ecc1ed8e5fec80a7a23d,e3b3dcf21105b13dcf68ecc1ed8e5fec80a7a23d,Tristan DA Silva,Variation-Bronze Fast Break,256,Tristan DA Silva Variation-Bronze Fast Break 256,0,5,0%,,0,0,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",https://app.cardladder.com/search?gemRateId=e3b3dcf21105b13dcf68ecc1ed8e5fec80a7a23d,https://app.cardladder.com/search?gemRateId=e3b3dcf21105b13dcf68ecc1ed8e5fec80a7a23d,https://app.cardladder.com/search?gemRateId=e3b3dcf21105b13dcf68ecc1ed8e5fec80a7a23d,https://www.psacard.com/cert/117450751/psa,https://www.gemrate.com/universal-search?gemrate_id=e3b3dcf21105b13dcf68ecc1ed8e5fec80a7a23d,,2026-01-22,0,0%,,0%,"0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0"
0%,0%,0%,0%,0%,0%,25%,25%,50%,0%,a620f58aa263581b40f672ef237c5ba78f6eef6a,a620f58aa263581b40f672ef237c5ba78f6eef6a,Nikola Topic,Variation-Bronze Fast Break,230,Nikola Topic Variation-Bronze Fast Break 230,0,4,0%,,0,2,-100%,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4, 4, 4",https://app.cardladder.com/search?gemRateId=a620f58aa263581b40f672ef237c5ba78f6eef6a,https://app.cardladder.com/search?gemRateId=a620f58aa263581b40f672ef237c5ba78f6eef6a,https://app.cardladder.com/search?gemRateId=a620f58aa263581b40f672ef237c5ba78f6eef6a,https://www.psacard.com/cert/116138504/psa,https://www.gemrate.com/universal-search?gemrate_id=a620f58aa263581b40f672ef237c5ba78f6eef6a,,2026-01-29,0,0%,,0%,"0, 0, 0, 0, 0, 0, 0, 25, 25, 50, 0"
0%,0%,0%,0%,0%,0%,0%,25%,50%,25%,871377687e78cd407615b019613cc41b0bb3c4f7,871377687e78cd407615b019613cc41b0bb3c4f7,Dalton Knecht,Variation-Bronze Fast Break,238,Dalton Knecht Variation-Bronze Fast Break 238,1,4,25%,0%,1,0,,"0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4",https://app.cardladder.com/search?gemRateId=871377687e78cd407615b019613cc41b0bb3c4f7,https://app.cardladder.com/search?gemRateId=871377687e78cd407615b019613cc41b0bb3c4f7,https://app.cardladder.com/search?gemRateId=871377687e78cd407615b019613cc41b0bb3c4f7,https://www.psacard.com/cert/110635153/psa,https://www.gemrate.com/universal-search?gemrate_id=871377687e78cd407615b019613cc41b0bb3c4f7,2025-04-03,2026-02-06,0,0%,,0%,"0, 0, 0, 0, 0, 0, 0, 0, 25, 50, 25"
0%,0%,0%,0%,0%,0%,0%,0%,100%,0%,511aada2f6dfdbe747982ce6092419498cf9efd8,511aada2f6dfdbe747982ce6092419498cf9efd8,Bronny James Jr.,Variation-Bronze Fast Break,243,Bronny James Jr. Variation-Bronze Fast Break 243,0,4,0%,,0,0,,"0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4",https://app.cardladder.com/search?gemRateId=511aada2f6dfdbe747982ce6092419498cf9efd8,https://app.cardladder.com/search?gemRateId=511aada2f6dfdbe747982ce6092419498cf9efd8,https://app.cardladder.com/search?gemRateId=511aada2f6dfdbe747982ce6092419498cf9efd8,https://www.psacard.com/cert/130060478/psa,https://www.gemrate.com/universal-search?gemrate_id=511aada2f6dfdbe747982ce6092419498cf9efd8,,2026-01-22,0,0%,,0%,"0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0"
0%,0%,0%,0%,0%,0%,0%,50%,50%,0%,218c00186fae79436ed42f30dc38ae88d5282b9b,218c00186fae79436ed42f30dc38ae88d5282b9b,Zach Edey,Variation-Neon Green Fast Break,249,Zach Edey Variation-Neon Green Fast Break 249,0,4,0%,,0,0,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4",https://app.cardladder.com/search?gemRateId=218c00186fae79436ed42f30dc38ae88d5282b9b,https://app.cardladder.com/search?gemRateId=218c00186fae79436ed42f30dc38ae88d5282b9b,https://app.cardladder.com/search?gemRateId=218c00186fae79436ed42f30dc38ae88d5282b9b,https://www.psacard.com/cert/126609202/psa,https://www.gemrate.com/universal-search?gemrate_id=218c00186fae79436ed42f30dc38ae88d5282b9b,,2026-01-22,0,0%,,0%,"0, 0, 0, 0, 0, 0, 0, 0, 50, 50, 0"
0%,0%,0%,0%,0%,0%,0%,50%,50%,0%,3a26de1988955dfd81b833aab7f2f814d51fb95d,3a26de1988955dfd81b833aab7f2f814d51fb95d,Rob Dillingham,Variation-Bronze Fast Break,250,Rob Dillingham Variation-Bronze Fast Break 250,0,4,0%,0%,1,0,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4",https://app.cardladder.com/search?gemRateId=3a26de1988955dfd81b833aab7f2f814d51fb95d,https://app.cardladder.com/search?gemRateId=3a26de1988955dfd81b833aab7f2f814d51fb95d,https://app.cardladder.com/search?gemRateId=3a26de1988955dfd81b833aab7f2f814d51fb95d,https://www.psacard.com/cert/126632756/psa,https://www.gemrate.com/universal-search?gemrate_id=3a26de1988955dfd81b833aab7f2f814d51fb95d,,2026-02-24,0,0%,,0%,"0, 0, 0, 0, 0, 0, 0, 0, 50, 50, 0"
0%,0%,0%,0%,0%,0%,0%,50%,50%,0%,7dec4ffca0780da7593eb8f554a68f5e43587ee0,7dec4ffca0780da7593eb8f554a68f5e43587ee0,Matas Buzelis,Variation-Bronze Fast Break,252,Matas Buzelis Variation-Bronze Fast Break 252,0,4,0%,,0,0,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4",https://app.cardladder.com/search?gemRateId=7dec4ffca0780da7593eb8f554a68f5e43587ee0,https://app.cardladder.com/search?gemRateId=7dec4ffca0780da7593eb8f554a68f5e43587ee0,https://app.cardladder.com/search?gemRateId=7dec4ffca0780da7593eb8f554a68f5e43587ee0,https://www.psacard.com/cert/118209009/psa,https://www.gemrate.com/universal-search?gemrate_id=7dec4ffca0780da7593eb8f554a68f5e43587ee0,,2026-01-22,0,0%,,0%,"0, 0, 0, 0, 0, 0, 0, 0, 50, 50, 0"
0%,0%,0%,0%,0%,0%,0%,0%,100%,0%,509fce659a85b8e1009d063fb4a87569a77a80ce,509fce659a85b8e1009d063fb4a87569a77a80ce,Ron Holland II,Variation-Bronze Fast Break,269,Ron Holland II Variation-Bronze Fast Break 269,0,4,0%,,0,1,-100%,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4",https://app.cardladder.com/search?gemRateId=509fce659a85b8e1009d063fb4a87569a77a80ce,https://app.cardladder.com/search?gemRateId=509fce659a85b8e1009d063fb4a87569a77a80ce,https://app.cardladder.com/search?gemRateId=509fce659a85b8e1009d063fb4a87569a77a80ce,https://www.psacard.com/cert/124518670/psa,https://www.gemrate.com/universal-search?gemrate_id=509fce659a85b8e1009d063fb4a87569a77a80ce,,2026-01-22,0,0%,,0%,"0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0"
0%,0%,0%,0%,0%,0%,0%,33%,67%,0%,6c0715e1a5a778371b4be316c5fc90ee2feae4b2,6c0715e1a5a778371b4be316c5fc90ee2feae4b2,Jared McCain,Variation-Bronze Fast Break,222,Jared McCain Variation-Bronze Fast Break 222,0,3,0%,,0,0,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3",https://app.cardladder.com/search?gemRateId=6c0715e1a5a778371b4be316c5fc90ee2feae4b2,https://app.cardladder.com/search?gemRateId=6c0715e1a5a778371b4be316c5fc90ee2feae4b2,https://app.cardladder.com/search?gemRateId=6c0715e1a5a778371b4be316c5fc90ee2feae4b2,https://www.psacard.com/cert/114594775/psa,https://www.gemrate.com/universal-search?gemrate_id=6c0715e1a5a778371b4be316c5fc90ee2feae4b2,,2026-01-22,0,0%,,0%,"0, 0, 0, 0, 0, 0, 0, 0, 33.3, 66.7, 0"
0%,0%,0%,0%,0%,0%,0%,0%,100%,0%,1c171f39af310325725a4f1116ea30961f0f32e0,1c171f39af310325725a4f1116ea30961f0f32e0,Cody Williams,Variation-Bronze Fast Break,232,Cody Williams Variation-Bronze Fast Break 232,0,3,0%,,0,0,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3",https://app.cardladder.com/search?gemRateId=1c171f39af310325725a4f1116ea30961f0f32e0,https://app.cardladder.com/search?gemRateId=1c171f39af310325725a4f1116ea30961f0f32e0,https://app.cardladder.com/search?gemRateId=1c171f39af310325725a4f1116ea30961f0f32e0,https://www.psacard.com/cert/128486764/psa,https://www.gemrate.com/universal-search?gemrate_id=1c171f39af310325725a4f1116ea30961f0f32e0,,2026-01-22,0,0%,,0%,"0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0"
0%,0%,0%,0%,0%,0%,0%,0%,67%,0%,aa5b5018eee4d84978958e328c307df673a9cbe4,aa5b5018eee4d84978958e328c307df673a9cbe4,Stephon Castle,Variation-Neon Green Fast Break,234,Stephon Castle Variation-Neon Green Fast Break 234,0,3,0%,,0,0,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3",https://app.cardladder.com/search?gemRateId=aa5b5018eee4d84978958e328c307df673a9cbe4,https://app.cardladder.com/search?gemRateId=aa5b5018eee4d84978958e328c307df673a9cbe4,https://app.cardladder.com/search?gemRateId=aa5b5018eee4d84978958e328c307df673a9cbe4,https://www.psacard.com/cert/117560230/psa,https://www.gemrate.com/universal-search?gemrate_id=aa5b5018eee4d84978958e328c307df673a9cbe4,,2026-01-22,0,0%,,0%,"0, 0, 0, 0, 0, 0, 0, 0, 0, 66.7, 0"
0%,0%,0%,0%,0%,0%,0%,33%,67%,0%,43a89eb406b9410b6a523d919043ed738c96a7e4,43a89eb406b9410b6a523d919043ed738c96a7e4,Kel'El Ware,Variation-Bronze Fast Break,248,Kel'El Ware Variation-Bronze Fast Break 248,0,3,0%,,0,0,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3",https://app.cardladder.com/search?gemRateId=43a89eb406b9410b6a523d919043ed738c96a7e4,https://app.cardladder.com/search?gemRateId=43a89eb406b9410b6a523d919043ed738c96a7e4,https://app.cardladder.com/search?gemRateId=43a89eb406b9410b6a523d919043ed738c96a7e4,https://www.psacard.com/cert/131197425/psa,https://www.gemrate.com/universal-search?gemrate_id=43a89eb406b9410b6a523d919043ed738c96a7e4,,2026-01-22,0,0%,,0%,"0, 0, 0, 0, 0, 0, 0, 0, 33.3, 66.7, 0"
0%,0%,0%,0%,0%,0%,0%,33%,67%,0%,f3bd5c7a03eaf14ab0d27ea06faec0a75b057dd4,f3bd5c7a03eaf14ab0d27ea06faec0a75b057dd4,Reed Sheppard,Variation-Bronze Fast Break,268,Reed Sheppard Variation-Bronze Fast Break 268,0,3,0%,,0,0,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3",https://app.cardladder.com/search?gemRateId=f3bd5c7a03eaf14ab0d27ea06faec0a75b057dd4,https://app.cardladder.com/search?gemRateId=f3bd5c7a03eaf14ab0d27ea06faec0a75b057dd4,https://app.cardladder.com/search?gemRateId=f3bd5c7a03eaf14ab0d27ea06faec0a75b057dd4,https://www.psacard.com/cert/127679275/psa,https://www.gemrate.com/universal-search?gemrate_id=f3bd5c7a03eaf14ab0d27ea06faec0a75b057dd4,,2026-01-22,0,0%,,0%,"0, 0, 0, 0, 0, 0, 0, 0, 33.3, 66.7, 0"
0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,7deb6306755350f775a73474996ed6aa2eb94102,7deb6306755350f775a73474996ed6aa2eb94102,TJ Mcconnell,Snakeskin Prizm,191,TJ Mcconnell Snakeskin Prizm 191,2,2,100%,,0,0,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2",https://app.cardladder.com/search?gemRateId=7deb6306755350f775a73474996ed6aa2eb94102,https://app.cardladder.com/search?gemRateId=7deb6306755350f775a73474996ed6aa2eb94102,https://app.cardladder.com/search?gemRateId=7deb6306755350f775a73474996ed6aa2eb94102,https://www.psacard.com/cert/119666198/psa,https://www.gemrate.com/universal-search?gemrate_id=7deb6306755350f775a73474996ed6aa2eb94102,2025-08-27,2026-01-22,0,0%,,0%,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100"
0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,34f789cd0264c0a441f44ceb7e89337867cfae7f,34f789cd0264c0a441f44ceb7e89337867cfae7f,Donovan Clingan,Variation-Neon Green Fast Break,221,Donovan Clingan Variation-Neon Green Fast Break 221,0,2,0%,0%,1,0,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2",https://app.cardladder.com/search?gemRateId=34f789cd0264c0a441f44ceb7e89337867cfae7f,https://app.cardladder.com/search?gemRateId=34f789cd0264c0a441f44ceb7e89337867cfae7f,https://app.cardladder.com/search?gemRateId=34f789cd0264c0a441f44ceb7e89337867cfae7f,https://www.psacard.com/cert/144807678/psa,https://www.gemrate.com/universal-search?gemrate_id=34f789cd0264c0a441f44ceb7e89337867cfae7f,,2026-02-07,0,0%,,0%,"0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0"
0%,0%,0%,0%,0%,0%,0%,50%,50%,0%,cb8a095acd3aa976501d10cdf3a17cf91aa885de,cb8a095acd3aa976501d10cdf3a17cf91aa885de,Jared McCain,Variation-Neon Green Fast Break,222,Jared McCain Variation-Neon Green Fast Break 222,0,2,0%,0%,1,0,,"0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2",https://app.cardladder.com/search?gemRateId=cb8a095acd3aa976501d10cdf3a17cf91aa885de,https://app.cardladder.com/search?gemRateId=cb8a095acd3aa976501d10cdf3a17cf91aa885de,https://app.cardladder.com/search?gemRateId=cb8a095acd3aa976501d10cdf3a17cf91aa885de,https://www.psacard.com/cert/110076414/psa,https://www.gemrate.com/universal-search?gemrate_id=cb8a095acd3aa976501d10cdf3a17cf91aa885de,,2026-03-02,0,0%,,0%,"0, 0, 0, 0, 0, 0, 0, 0, 50, 50, 0"
0%,0%,0%,0%,0%,0%,0%,50%,50%,0%,ca2de94bf9c86a2574935eba58bd979e89e031fb,ca2de94bf9c86a2574935eba58bd979e89e031fb,Ja'Kobe Walter,Variation-Bronze Fast Break,223,Ja'Kobe Walter Variation-Bronze Fast Break 223,0,2,0%,,0,0,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2",https://app.cardladder.com/search?gemRateId=ca2de94bf9c86a2574935eba58bd979e89e031fb,https://app.cardladder.com/search?gemRateId=ca2de94bf9c86a2574935eba58bd979e89e031fb,https://app.cardladder.com/search?gemRateId=ca2de94bf9c86a2574935eba58bd979e89e031fb,https://www.psacard.com/cert/115119208/psa,https://www.gemrate.com/universal-search?gemrate_id=ca2de94bf9c86a2574935eba58bd979e89e031fb,,2026-01-22,0,0%,,0%,"0, 0, 0, 0, 0, 0, 0, 0, 50, 50, 0"
0%,0%,0%,0%,0%,0%,0%,0%,100%,0%,ea21419c751e073f65cbc0ee19bea41b3cf51847,ea21419c751e073f65cbc0ee19bea41b3cf51847,Bronny James Jr.,Variation-Neon Green Fast Break,243,Bronny James Jr. Variation-Neon Green Fast Break 243,0,2,0%,,0,0,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2",https://app.cardladder.com/search?gemRateId=ea21419c751e073f65cbc0ee19bea41b3cf51847,https://app.cardladder.com/search?gemRateId=ea21419c751e073f65cbc0ee19bea41b3cf51847,https://app.cardladder.com/search?gemRateId=ea21419c751e073f65cbc0ee19bea41b3cf51847,https://www.psacard.com/cert/128839141/psa,https://www.gemrate.com/universal-search?gemrate_id=ea21419c751e073f65cbc0ee19bea41b3cf51847,,2026-01-22,0,0%,,0%,"0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0"
0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,75f4c1977a9baa0c410945ece92ff4a80bf8a5a9,75f4c1977a9baa0c410945ece92ff4a80bf8a5a9,Bub Carrington,Variation-Bronze Fast Break,244,Bub Carrington Variation-Bronze Fast Break 244,0,2,0%,,0,0,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2",https://app.cardladder.com/search?gemRateId=75f4c1977a9baa0c410945ece92ff4a80bf8a5a9,https://app.cardladder.com/search?gemRateId=75f4c1977a9baa0c410945ece92ff4a80bf8a5a9,https://app.cardladder.com/search?gemRateId=75f4c1977a9baa0c410945ece92ff4a80bf8a5a9,https://www.psacard.com/cert/117006705/psa,https://www.gemrate.com/universal-search?gemrate_id=75f4c1977a9baa0c410945ece92ff4a80bf8a5a9,,2026-01-22,0,0%,,0%,"0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0"
0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,47f64575777ffe102f034742ffc17abbb3be5418,47f64575777ffe102f034742ffc17abbb3be5418,Kel'El Ware,Variation-Neon Green Fast Break,248,Kel'El Ware Variation-Neon Green Fast Break 248,0,2,0%,,0,0,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2",https://app.cardladder.com/search?gemRateId=47f64575777ffe102f034742ffc17abbb3be5418,https://app.cardladder.com/search?gemRateId=47f64575777ffe102f034742ffc17abbb3be5418,https://app.cardladder.com/search?gemRateId=47f64575777ffe102f034742ffc17abbb3be5418,https://www.psacard.com/cert/128486768/psa,https://www.gemrate.com/universal-search?gemrate_id=47f64575777ffe102f034742ffc17abbb3be5418,,2026-01-22,0,0%,,0%,"0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0"
0%,0%,0%,0%,0%,0%,0%,0%,100%,0%,5aaf8fc67cf2ddc25a3e991ce784de6bab84af0e,5aaf8fc67cf2ddc25a3e991ce784de6bab84af0e,Matas Buzelis,Variation-Neon Green Fast Break,252,Matas Buzelis Variation-Neon Green Fast Break 252,0,2,0%,,0,0,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2",https://app.cardladder.com/search?gemRateId=5aaf8fc67cf2ddc25a3e991ce784de6bab84af0e,https://app.cardladder.com/search?gemRateId=5aaf8fc67cf2ddc25a3e991ce784de6bab84af0e,https://app.cardladder.com/search?gemRateId=5aaf8fc67cf2ddc25a3e991ce784de6bab84af0e,https://www.psacard.com/cert/117024137/psa,https://www.gemrate.com/universal-search?gemrate_id=5aaf8fc67cf2ddc25a3e991ce784de6bab84af0e,,2026-01-22,0,0%,,0%,"0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0"
0%,0%,0%,0%,0%,0%,0%,0%,100%,0%,dd808f555ad9ec84a5d976ba41582e3b8391673d,dd808f555ad9ec84a5d976ba41582e3b8391673d,Tidjane Salaun,Variation-Neon Green Fast Break,262,Tidjane Salaun Variation-Neon Green Fast Break 262,0,2,0%,0%,1,0,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2",https://app.cardladder.com/search?gemRateId=dd808f555ad9ec84a5d976ba41582e3b8391673d,https://app.cardladder.com/search?gemRateId=dd808f555ad9ec84a5d976ba41582e3b8391673d,https://app.cardladder.com/search?gemRateId=dd808f555ad9ec84a5d976ba41582e3b8391673d,https://www.psacard.com/cert/116138544/psa,https://www.gemrate.com/universal-search?gemrate_id=dd808f555ad9ec84a5d976ba41582e3b8391673d,,2026-02-27,0,0%,,0%,"0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0"
0%,0%,0%,0%,0%,0%,0%,0%,100%,0%,40c71b70bc5bca40ca06959e84811d46ffb96a76,40c71b70bc5bca40ca06959e84811d46ffb96a76,Zaccharie Risacher,Variation-Neon Green Fast Break,265,Zaccharie Risacher Variation-Neon Green Fast Break 265,0,2,0%,,0,0,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2",https://app.cardladder.com/search?gemRateId=40c71b70bc5bca40ca06959e84811d46ffb96a76,https://app.cardladder.com/search?gemRateId=40c71b70bc5bca40ca06959e84811d46ffb96a76,https://app.cardladder.com/search?gemRateId=40c71b70bc5bca40ca06959e84811d46ffb96a76,https://www.psacard.com/cert/115024586/psa,https://www.gemrate.com/universal-search?gemrate_id=40c71b70bc5bca40ca06959e84811d46ffb96a76,,2026-01-22,0,0%,,0%,"0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0"
0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,1412138ffc26deb3c115939ddf4b5be1d6b48738,1412138ffc26deb3c115939ddf4b5be1d6b48738,Ron Holland II,Variation-Neon Green Fast Break,269,Ron Holland II Variation-Neon Green Fast Break 269,0,2,0%,,0,1,-100%,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2",https://app.cardladder.com/search?gemRateId=1412138ffc26deb3c115939ddf4b5be1d6b48738,https://app.cardladder.com/search?gemRateId=1412138ffc26deb3c115939ddf4b5be1d6b48738,https://app.cardladder.com/search?gemRateId=1412138ffc26deb3c115939ddf4b5be1d6b48738,https://www.psacard.com/cert/112038556/psa,https://www.gemrate.com/universal-search?gemrate_id=1412138ffc26deb3c115939ddf4b5be1d6b48738,,2026-01-28,0,0%,,0%,"0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0"
